,KENYA NAIROBI SE (NSE20) - PRICE INDEX,KENYA NAIROBI SE ALL SHARE - PRICE INDEX,FTSE/JSE ALL SHARE - PRICE INDEX,EGX 100 IDX - PRICE INDEX,EGX 20 CAPPED IDX 'DEAD' - PRICE INDEX,EGX 70 IDX - PRICE INDEX,BRVM COMPOSITE - PRICE INDEX,BRVM TOP TEN - PRICE INDEX,GHANA COMPOSITE GSE-CI - PRICE INDEX,MAURITIUS SE SEM 10 - PRICE INDEX,MOROCCO ALL SHARE (MASI) - PRICE INDEX,NIGERIA SE 30 INDEX - PRICE INDEX,NIGERIA ALL SHARE - PRICE INDEX,ZM LUSAKA SE ALL SHARE INDEX NADJ,BOTSWANA SE DMS COS. IDX. - PRICE INDEX,TUNISIA TUNINDEX - PRICE INDEX,TUNISIA TUNINDEX 20 - PRICE INDEX
CURRENCY,KS,KS,R,E?,E?,E?,,,,,,,,,,,
28-03-05,3155.01,NA,13191.47,NA,4030.29,NA,86.8,101.97,NA,158.58,4459.82,NA,20737.13,,3020.76,1361.13,NA
29-03-05,3137.85,NA,13214.11,NA,3979.48,NA,86.69,101.81,NA,158.89,4446.76,NA,20731.56,,3020.76,1362.85,NA
30-03-05,3128.4,NA,13176.18,NA,3844.76,NA,86.8,102.01,NA,158.52,4414.06,NA,20726.15,,3021.4,1361.57,NA
31-03-05,3126.07,NA,13298.58,NA,3980.79,NA,87.16,102.57,NA,158.45,4385.68,NA,20682.37,,3021.4,1368.74,NA
01-04-05,3139.54,NA,13432.14,NA,4030.65,NA,87.09,102.53,NA,157.86,4355.12,NA,20710.84,,3021.4,1385.76,NA
04-04-05,3148.5,NA,13272.15,NA,4043.87,NA,87.09,102.53,NA,157.89,4352.67,NA,20682.74,,3021.4,1402.66,NA
05-04-05,3141.19,NA,13257.61,NA,4085.34,NA,87.1,102.53,NA,157.14,4357.55,NA,20752.98,,3021.4,1416.15,NA
06-04-05,3150.81,NA,13242.36,NA,4139.39,NA,87.08,102.5,NA,157.66,4364.87,NA,20661.44,,3021.67,1437.05,NA
07-04-05,3163.26,NA,13216.97,NA,4186.55,NA,86.78,102.21,NA,157.07,4372.47,NA,20930.16,,3021.9,1453.69,NA
08-04-05,3163.95,NA,13312.88,NA,4043.61,NA,86.65,101.96,NA,157.09,4378.59,NA,20987.74,,3026.92,1465.02,NA
11-04-05,3159.03,NA,13253.8,NA,4130.07,NA,86.64,102,NA,157.02,4376.13,NA,21039.63,,3031.79,1469.82,NA
12-04-05,3137.24,NA,13173.39,NA,4090.09,NA,86.54,101.81,NA,155.68,4389.28,NA,20894.88,,3031.79,1471.53,NA
13-04-05,3145.8,NA,13019.77,NA,4024.64,NA,86.94,102.45,NA,155.64,4393.73,NA,20910.53,,3055.78,1476.17,NA
14-04-05,3138.64,NA,13119.26,NA,4055.74,NA,87,102.45,NA,155.54,4408.24,NA,20942.62,,3057.99,1478.71,NA
15-04-05,3138.17,NA,13075.65,NA,4078.42,NA,87.12,102.99,NA,155.54,4410.63,NA,21213.84,,3059.98,1476.42,NA
18-04-05,3137.01,NA,12906.4,NA,3997.28,NA,86.97,102.72,NA,155.63,4410,NA,21533.89,,3060,1472.02,NA
19-04-05,3138.94,NA,12967.44,NA,3940.78,NA,87.41,103.49,NA,155.14,4420.39,NA,21883.66,,3067.14,1479.02,NA
20-04-05,3145.29,NA,12897.71,NA,3892.46,NA,87.43,103.49,NA,154.88,4439.33,NA,22206.25,,3077.69,1475.79,NA
21-04-05,3164.35,NA,12788.04,NA,3892.46,NA,87.43,103.49,NA,154.7,4439.33,NA,22206.25,,3079.24,1475.79,NA
22-04-05,3165.19,NA,12751.37,NA,3892.46,NA,87.91,104.38,NA,154.29,4439.33,NA,22371.02,,3097.9,1475.79,NA
25-04-05,3178.67,NA,12779.99,NA,3892.46,NA,88.38,105.27,NA,152.86,4437.46,NA,22443.99,,3084,1478.1,NA
26-04-05,3204.47,NA,12793.12,NA,4070.96,NA,88.34,104.97,NA,152.04,4435.6,NA,22463.8,,3085.84,1478.04,NA
27-04-05,3206.43,NA,12793.12,NA,4079.14,NA,88.8,105.72,NA,151.66,4438.7,NA,22414.83,,3089.57,1471.76,NA
28-04-05,3217.01,NA,12467.3,NA,4076.36,NA,89.23,106.58,NA,150.14,4457.38,NA,22204.05,,3089.85,1481,NA
29-04-05,3227.59,NA,12555.96,NA,4076.36,NA,89.57,106.91,NA,150.78,4474.7,NA,22204.05,,3092.3,1492.47,NA
02-05-05,3227.59,NA,12555.96,NA,4076.36,NA,89.57,106.91,NA,146.36,4496.21,NA,22204.05,,3092.3,1503.25,NA
03-05-05,3228.14,NA,12675.38,NA,4072.25,NA,89.63,107.03,NA,145.45,4477.42,NA,21699.49,,3092.91,1509.66,NA
04-05-05,3233.7,NA,12671.07,NA,4151.4,NA,89.28,106.14,NA,145.07,4462.43,NA,21699.43,,3100.94,1511.14,NA
05-05-05,3253.17,NA,12809.73,NA,4260.84,NA,89.28,106.14,NA,144.88,4504.69,NA,21841.75,,3100.94,1509.17,NA
06-05-05,3242.98,NA,12948.15,NA,4343.98,NA,89.65,106.82,NA,145.44,4523.14,NA,22003.71,,3112.5,1505.74,NA
09-05-05,3253.02,NA,13159.53,NA,4284.56,NA,91.21,110.24,NA,145.28,4518.57,NA,21781.9,,3111.87,1505.35,NA
10-05-05,3258.08,NA,13087.57,NA,4332.05,NA,91.44,111.4,NA,145.83,4535.41,NA,21731.09,,3117.9,1504.79,NA
11-05-05,3266.55,NA,13106.1,NA,4303.87,NA,92.22,112.85,NA,145.93,4525.66,NA,21783.87,,3137.44,1505.03,NA
12-05-05,3271.01,NA,13157.21,NA,4282.29,NA,93.54,115.3,NA,147.8,4514.48,NA,21817.24,,3137.44,1504.72,NA
13-05-05,3292.75,NA,12954.15,NA,4245.68,NA,93.72,115.91,NA,149.27,4499.02,NA,21814.96,,3157.09,1508.72,NA
16-05-05,3291.93,NA,13097.34,NA,4113.14,NA,93.72,115.91,NA,148.62,4486.03,NA,21866.73,,3158.5,1511.11,NA
17-05-05,3267.96,NA,13108.34,NA,4128.14,NA,94.5,117.62,NA,149.6,4492.28,NA,21866.67,,3160.58,1522.38,NA
18-05-05,3320.71,NA,13268.93,NA,4120.73,NA,95.93,120.02,NA,149.53,4501.22,NA,21859.71,,3164.85,1518.72,NA
19-05-05,3322.99,NA,13234,NA,3986.46,NA,97.32,122.87,NA,149.84,4533.41,NA,21773.97,,3161.4,1522.18,NA
20-05-05,3353.51,NA,13418.33,NA,3914.23,NA,97.54,123.27,NA,149.96,4532.4,NA,21619.41,,3172,1530.34,NA
23-05-05,3346.64,NA,13483.9,NA,3948.89,NA,97.48,123.04,NA,150.49,4539.16,NA,21507.79,,3178.81,1535.22,NA
24-05-05,3383.76,NA,13533.47,NA,4018.03,NA,97.41,122.99,NA,150.3,4555.93,NA,21434.63,,3182.48,1533.26,NA
25-05-05,3418.16,NA,13469.48,NA,4028.35,NA,100.83,129.48,NA,151.5,4579.03,NA,21434.57,,3184.35,1538.55,NA
26-05-05,3418.16,NA,13705.2,NA,4040.54,NA,102.03,131.66,NA,151.82,4583.65,NA,21392.96,,3185.65,1538.31,NA
27-05-05,3492.58,NA,13770.34,NA,4005.4,NA,102.75,133.05,NA,151.46,4617.43,NA,21392.91,,3185.65,1537.64,NA
30-05-05,3492.96,NA,13916.3,NA,4059.56,NA,102.64,132.71,NA,151.61,4647.79,NA,21392.91,,3191.11,1538.23,NA
31-05-05,3505.39,NA,13787.02,NA,4046.7,NA,102.88,132.66,NA,151.73,4686.97,NA,21482.08,,3197.3,1538.1,NA
01-06-05,3505.39,NA,13859.48,NA,4045.93,NA,103,132.76,NA,151.97,4686.6,NA,21482.03,,3205.2,1541.42,NA
02-06-05,3500.04,NA,13965.33,NA,3962.27,NA,102.81,132.52,NA,151.61,4679.55,NA,21450.18,,3209.65,1537.53,NA
03-06-05,3506.05,NA,14020.86,NA,4007.51,NA,102.84,132.52,NA,151.6,4632.6,NA,21454.01,,3210.56,1539.69,NA
06-06-05,3532.14,NA,14087.43,NA,4040.51,NA,102.71,132.2,NA,151.69,4636.27,NA,21375.8,,3229.04,1539.22,NA
07-06-05,3544.68,NA,13980.26,NA,4075.55,NA,102.45,131.71,NA,151.69,4635.58,NA,21512.6,,3232.69,1535.01,NA
08-06-05,3612.02,NA,14000.44,NA,4078.07,NA,102.41,131.71,NA,152.01,4644.86,NA,21689.09,,3235,1525.84,NA
09-06-05,3657.94,NA,14001.86,NA,4145.13,NA,102.26,131.71,NA,152.18,4635.4,NA,21651.47,,3235.43,1531.97,NA
10-06-05,3716.9,NA,14029.06,NA,4206.26,NA,102.01,131.71,NA,152.39,4645.61,NA,21621.75,,3240.72,1531.97,NA
13-06-05,3731.45,NA,14223.31,NA,4167.26,NA,101.98,131.71,NA,152.61,4629.51,NA,21621.7,,3249.9,1538.85,NA
14-06-05,3744.57,NA,14224.28,NA,4204.77,NA,101.98,131.71,NA,152.21,4669.43,NA,21768.34,,3249.9,1540.15,NA
15-06-05,3751.18,NA,14210.74,NA,4224.3,NA,101.77,131.71,NA,152.16,4654.34,NA,21688.7,,3250.83,1545.15,NA
16-06-05,3759.72,NA,14210.74,NA,4295.01,NA,101.77,131.71,NA,152.21,4677.73,NA,21770.98,,3251,1555.52,NA
17-06-05,3780.08,NA,14326.59,NA,4447.53,NA,101.71,131.64,NA,152.3,4672.9,NA,21903.83,,3259.07,1558.52,NA
